,Unnamed: 0,Acceleration,Acceleration X,Acceleration Y,Acceleration Z,Area,Average Distance To 3 Nearest Neighbours,Average Distance To 5 Nearest Neighbours,Average Distance To 9 Nearest Neighbours,Diameter X,Diameter Y,Diameter Z,Displacement Delta Length,Displacement Delta X,Displacement Delta Y,Displacement Delta Z,Displacement Length,Displacement X,Displacement Y,Displacement Z,Displacement^2,Distance To Nearest Neighbour,Distance from Origin,Distance to Image Border XY,Distance to Image Border XYZ,Generation,Intensity Center Channel_1,Intensity Center Channel_2,Intensity Center Channel_3,Intensity Center Channel_4,Intensity Max Channel_1,Intensity Max Channel_2,Intensity Max Channel_3,Intensity Max Channel_4,Intensity Mean Channel_1,Intensity Mean Channel_2,Intensity Mean Channel_3,Intensity Mean Channel_4,Intensity Median Channel_1,Intensity Median Channel_2,Intensity Median Channel_3,Intensity Median Channel_4,Intensity Min Channel_1,Intensity Min Channel_2,Intensity Min Channel_3,Intensity Min Channel_4,Intensity StdDev Channel_1,Intensity StdDev Channel_2,Intensity StdDev Channel_3,Intensity StdDev Channel_4,Intensity Sum Channel_1,Intensity Sum Channel_2,Intensity Sum Channel_3,Intensity Sum Channel_4,Intensity Sum of Square Channel_1,Intensity Sum of Square Channel_2,Intensity Sum of Square Channel_3,Intensity Sum of Square Channel_4,Number of Voxels,Position X,Position Y,Position Z,Speed,Time,Time Index,Time Since Track Start,Velocity Angle X,Velocity Angle Y,Velocity Angle Z,Velocity X,Velocity Y,Velocity Z,Volume,Object_ID,Track_ID
35,2158,0.0,0.0,0.0,0.0,270.69146728515625,12.4342041015625,16.60918617248535,21.19008445739746,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.455926895141602,848.5789794921875,241.68142700195312,20.1640625,0.0,125.0,126.0,0.0,24.0,172.0,254.0,14.0,53.0,82.68181610107422,101.18181610107422,1.1818181276321411,14.409090995788574,89.98249816894531,77.01499938964844,0.0035000001080334,9.020000457763672,7.0,24.0,0.0,0.0,41.94193649291992,61.53981399536133,3.113553524017334,13.367733001708984,1819.0,2226.0,26.0,317.0,189099.0,308548.0,244.0,8499.0,22.0,622.1121215820312,245.68142700195312,522.2101440429688,5.288974285125732,0.0,1.0,0.0,85.70865631103516,81.86332702636719,9.21619987487793,0.39599609375,0.7487945556640625,5.220703125,402.1238708496094,2158,1000002158
36,2159,0.0,0.0,0.0,0.0,270.69146728515625,13.225875854492188,16.804014205932617,20.856395721435547,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.455926895141602,855.24169921875,241.70248413085935,19.40625,0.0,149.0,150.0,0.0,19.0,149.0,249.0,4.0,53.0,95.75,173.85000610351562,2.200000047683716,30.399999618530277,93.98500061035156,176.51998901367188,3.999000072479248,29.020000457763672,39.0,87.0,0.0,9.0,31.032039642333984,49.85506439208984,1.989974856376648,10.613199234008787,1915.0,3477.0,44.0,608.0,202621.0,654187.0,176.0,20736.0,20.0,630.5339965820312,245.70248413085935,522.9679565429688,0.8185883164405823,0.0,1.0,0.0,70.77348327636719,95.83464050292967,159.8439178466797,0.26959228515625,-0.0831756591796875,-0.7684326171875,402.1238708496094,2159,1000002159
37,2160,0.0,0.0,0.0,0.0,270.69146728515625,19.287946701049805,22.02497673034668,25.484275817871094,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.438536643981934,921.9545288085938,245.1607818603516,21.47039794921875,0.0,70.0,21.0,10.0,12.0,151.0,72.0,10.0,16.0,58.42856979370117,36.47618865966797,3.190476179122925,9.190476417541504,54.05999755859375,35.96800231933594,3.003000020980835,9.005000114440918,13.0,8.0,0.0,1.0,31.830759048461918,16.99472999572754,2.9051520824432373,4.147507190704346,1227.0,766.0,67.0,193.0,92969.0,34006.0,391.0,2135.0,21.0,718.7338256835938,249.1607818603516,520.90380859375,1.435760736465454,0.0,1.0,0.0,98.4930648803711,69.97163391113281,21.90038108825684,-0.21197509765625,0.4917755126953125,1.3321533203125,402.1238708496094,2160,1000002160
38,2161,0.0,0.0,0.0,0.0,270.69146728515625,16.245250701904297,20.091205596923828,25.99150848388672,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.462631225585938,770.735595703125,246.9900360107422,19.24237060546875,0.0,255.0,0.0,0.0,4.0,255.0,24.0,4.0,14.0,183.94737243652344,2.526315689086914,0.4210526347160339,3.631578922271729,189.9739990234375,0.0080000003799796,0.0010000000474974,3.996000289916992,39.0,0.0,0.0,0.0,71.84740447998047,5.383878707885742,1.2275688648223877,3.9763846397399902,3495.0,48.0,8.0,69.0,740975.0,672.0,32.0,551.0,19.0,507.31689453125,250.9900360107422,523.1318359375,4.525855541229248,0.0,1.0,0.0,109.0347671508789,44.34308624267578,128.18905639648438,-1.475830078125,3.23681640625,-2.79791259765625,402.1238708496094,2161,1000002161
39,2162,0.0,0.0,0.0,0.0,270.69146728515625,20.480615615844727,23.340087890625,26.70466423034668,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.301288604736328,814.0791625976562,246.9580535888672,21.33746337890625,0.0,190.0,4.0,0.0,4.0,255.0,48.0,14.0,24.0,118.5,21.090909957885746,1.909090876579285,7.454545497894287,113.52000427246094,19.020000457763672,0.0040000001899898,9.0,7.0,4.0,0.0,0.0,68.1827392578125,12.805925369262695,3.2179763317108154,6.51381254196167,2607.0,464.0,42.0,164.0,411205.0,13394.0,308.0,2156.0,22.0,572.9447631835938,250.9580535888672,521.0367431640625,6.556272506713867,0.0,1.0,0.0,100.0430679321289,13.011295318603516,81.8125991821289,-1.14300537109375,6.387954711914063,0.9339599609375,402.1238708496094,2162,1000002162
40,2166,0.0,0.0,0.0,0.0,270.69146728515625,13.262428283691406,15.096151351928713,20.04100608825684,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.803544044494627,849.3676147460938,252.20004272460935,21.40594482421875,0.0,180.0,96.0,4.0,4.0,227.0,255.0,9.0,53.0,126.52381134033205,113.95237731933594,1.8095238208770752,14.476190567016602,117.06402587890624,125.91400146484376,0.0024999380111694,13.985002517700195,54.0,4.0,0.0,0.0,46.2628288269043,71.43193817138672,2.872182607650757,11.206371307373049,2657.0,2393.0,38.0,304.0,381119.0,379841.0,242.0,7038.0,21.0,619.9830322265625,256.2000427246094,520.96826171875,0.3425522148609161,0.0,1.0,0.0,144.36172485351562,57.20496368408203,77.59366607666016,-0.27838134765625,0.185546875,0.0736083984375,402.1238708496094,2166,1000002166
41,2168,0.0,0.0,0.0,0.0,270.69146728515625,14.24687957763672,16.847387313842773,21.67327308654785,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.451760292053223,902.3207397460938,255.12701416015625,19.42431640625,0.0,245.0,29.0,4.0,9.0,245.0,72.0,9.0,48.0,77.8499984741211,41.150001525878906,3.150000095367432,17.399999618530273,61.97600555419922,35.496002197265625,3.996000289916992,14.040000915527344,7.0,14.0,0.0,0.0,62.857200622558594,16.568870544433594,3.0704233646392822,13.518136024475098,1557.0,823.0,63.0,348.0,200233.0,39357.0,387.0,9710.0,20.0,688.1564331054688,259.12701416015625,522.9498901367188,4.315733909606934,0.0,1.0,0.0,105.59129333496094,122.05516052246094,143.50299072265625,-1.15972900390625,-2.290283203125,-3.46917724609375,402.1238708496094,2168,1000002168
42,2176,0.0,0.0,0.0,0.0,270.69146728515625,13.442597389221191,17.748004913330078,23.916757583618164,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.274998664855955,842.25439453125,260.76031494140625,21.4361572265625,0.0,141.0,101.0,4.0,33.0,180.0,179.0,14.0,48.0,95.0,98.90908813476562,3.3181817531585693,23.727272033691406,93.52800750732422,93.98599243164062,3.996000289916992,24.020000457763672,15.0,58.0,0.0,4.0,45.237754821777344,31.506000518798828,3.842186450958252,11.529336929321287,2090.0,2176.0,73.0,522.0,243572.0,237064.0,567.0,15310.0,22.0,606.5625,264.76031494140625,520.9380493164062,2.0078020095825195,0.0,1.0,0.0,125.93983459472656,42.22037887573242,70.89859771728516,-1.1783447265625,1.4869384765625,0.6571044921875,402.1238708496094,2176,1000002176
43,2177,0.0,0.0,0.0,0.0,270.69146728515625,25.095460891723636,28.093420028686523,31.72823143005371,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00174140930176,747.1943359375,261.0924072265625,20.66259765625,0.0,117.0,145.0,4.0,24.0,157.0,181.0,9.0,43.0,91.2272720336914,101.09091186523438,2.8636362552642822,19.363636016845703,90.0199966430664,98.46299743652344,3.996000289916992,19.002498626708984,31.0,14.0,0.0,0.0,33.80415725708008,41.48374176025391,3.064391613006592,10.726117134094238,2007.0,2224.0,63.0,426.0,208233.0,262686.0,387.0,10780.0,22.0,464.5884094238281,265.0924072265625,521.7116088867188,2.2869369983673096,0.0,1.0,0.0,67.313720703125,27.174692153930664,104.1565933227539,0.882110595703125,2.034515380859375,-0.5592041015625,402.1238708496094,2177,1000002177
44,2180,0.0,0.0,0.0,0.0,270.69146728515625,17.6453800201416,20.99458694458008,24.59817314147949,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.408515930175781,864.5518188476562,266.212158203125,20.24371337890625,0.0,243.0,224.0,4.0,48.0,243.0,255.0,9.0,87.0,120.66666412353516,187.5714263916016,3.6190476417541504,42.80952453613281,132.93701171875,195.02301025390625,3.996000289916992,38.0,47.0,101.0,0.0,19.0,45.91849136352539,40.41519165039063,3.1543800830841064,16.01968765258789,2534.0,3939.0,76.0,899.0,350048.0,773145.0,484.0,43875.0,21.0,633.8887939453125,270.212158203125,522.1304931640625,3.0780928134918213,0.0,1.0,0.0,121.21969604492188,135.99441528320312,117.56668090820312,-1.59527587890625,-2.213836669921875,-1.42431640625,402.1238708496094,2180,1000002180
45,2183,0.0,0.0,0.0,0.0,270.69146728515625,18.941192626953125,19.96350479125977,23.54286193847656,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.405166625976562,916.456787109375,268.8888854980469,21.10809326171875,0.0,150.0,9.0,4.0,4.0,150.0,98.0,13.0,27.0,40.70000076293945,40.5,2.799999952316284,8.600000381469727,27.968000411987305,32.040000915527344,0.9960000514984132,4.997500419616699,2.0,9.0,0.0,1.0,38.87685775756836,22.43546295166016,3.529872417449951,7.303423881530762,814.0,810.0,56.0,172.0,63358.0,42872.0,406.0,2546.0,20.0,702.642333984375,272.8888854980469,521.26611328125,1.3839731216430664,0.0,1.0,0.0,85.29733276367188,92.38115692138672,174.73056030273438,0.113525390625,-0.05743408203125,-1.37811279296875,402.1238708496094,2183,1000002183
46,2185,0.0,0.0,0.0,0.0,270.69146728515625,18.45366668701172,20.653738021850582,23.747039794921875,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.274998664855955,847.4090576171875,271.539306640625,22.3709716796875,0.0,109.0,67.0,0.0,24.0,125.0,92.0,4.0,38.0,66.94999694824219,51.150001525878906,0.800000011920929,16.200000762939453,62.00800323486328,53.015995025634766,0.0010000000474974,16.51999855041504,15.0,14.0,0.0,4.0,29.501651763916016,22.965789794921875,1.600000023841858,8.744140625,1339.0,1023.0,16.0,324.0,107053.0,62875.0,64.0,6778.0,20.0,609.7350463867188,275.539306640625,520.0032348632812,3.356682062149048,0.0,1.0,0.0,160.28001403808594,81.14714050292969,72.52352142333984,-3.15972900390625,0.5167236328125,1.0081787109375,402.1238708496094,2185,1000002185
47,2186,0.0,0.0,0.0,0.0,270.69146728515625,19.28168296813965,22.58488273620605,26.238924026489254,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.408515930175781,871.2049560546875,273.0722351074219,16.36865234375,0.0,157.0,145.0,0.0,24.0,204.0,179.0,9.0,38.0,139.22222900390625,150.22222900390625,4.777777671813965,23.77777862548828,141.0,149.9929962158203,4.002500057220459,24.01000022888184,70.0,106.0,0.0,14.0,34.08087539672852,21.02790641784668,3.359159231185913,7.465145111083984,1253.0,1352.0,43.0,214.0,184899.0,207080.0,307.0,5590.0,9.0,636.8258666992188,277.0722351074219,526.0055541992188,1.973724126815796,0.0,1.0,0.0,144.41143798828125,65.98128509521484,114.5849151611328,-1.60498046875,0.803436279296875,-0.821044921875,402.1238708496094,2186,1000002186
48,2188,0.0,0.0,0.0,0.0,270.69146728515625,23.77037239074707,24.67307472229004,27.03410530090332,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08216094970703,832.2817993164062,273.94293212890625,21.6826171875,0.0,204.0,126.0,0.0,14.0,204.0,189.0,9.0,33.0,59.71428680419922,98.14286041259766,2.047619104385376,11.714285850524902,46.858001708984375,106.16000366210938,0.0022499999031424,9.020000457763672,7.0,4.0,0.0,0.0,47.088714599609375,51.15362930297852,3.2289788722991943,9.547589302062988,1254.0,2061.0,43.0,246.0,121446.0,257223.0,307.0,4796.0,21.0,586.7886962890625,277.94293212890625,520.6915893554688,3.915388345718384,0.0,1.0,0.0,140.76815795898438,51.28507995605469,95.40637969970705,-3.03265380859375,2.448944091796875,-0.36871337890625,402.1238708496094,2188,1000002188
49,2189,0.0,0.0,0.0,0.0,270.69146728515625,25.67676544189453,27.775012969970703,31.43807601928711,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.08382797241211,888.6175537109375,273.5148010253906,22.68243408203125,0.0,222.0,19.0,0.0,4.0,235.0,43.0,4.0,4.0,74.25,18.200000762939453,0.4000000059604645,1.7999999523162842,50.53000259399414,16.50400161743164,0.0010000000474974,0.0010000000474974,0.0,0.0,0.0,0.0,66.50103759765625,9.605206489562988,1.2000000476837158,1.989974856376648,1485.0,364.0,8.0,36.0,198709.0,8470.0,32.0,144.0,20.0,665.2421875,277.5148010253906,519.6917724609375,0.4924961626529693,0.0,1.0,0.0,53.87749481201172,84.2876205444336,36.71976852416992,0.29034423828125,0.049041748046875,0.394775390625,402.1238708496094,2189,1000002189
